kasus yang bikin harvey moeis suami sandra dewi tahan jagung	neutral
tambang sirtu ilegal jatim tutup	negative
timah babel selundup harta karun mahal dalam	negative
peran kunci suami sandra dewi korupsi timah bongkar tambang ilegal	negative
lewat cara bumn ikut genjot pnbp sektor minerba	neutral
ular unik mata oranye beri nama leonardo dicaprio	positive
tambang emas ilegal taman nasional lore lindu sigi tangkap klhk	negative
mafia tambang timah cukong malaysia thailand	neutral
xi jinping keras china sikat usaha kripto ilegal	negative
wabup lebak bantah tambang emas ilegal sebab banjir longsor	negative
wujud bola emas hasil tambang ilegal cibuluh sukabumi	negative
talib kuasa rp triliun kaya mineral afghanistan masuk lithium	neutral
tambang ilegal halimun salak polisi laku telusur	negative
polisi tutup tambang emas ilegal madina ekskavator sita	negative
kisah uten tahun jadi gurandil tambang rakyat	positive
perintah kapolri kapolda jatim soal bancak uang tambang lumajang	neutral
jadi sangka ini peran crazy rich helena lim kasus korupsi timah	positive
tekad jokowi jadi ri raja timah dunia	neutral
sadis kkb datang lalu bunuh tambang emas gunung bintang papua	neutral
ferdy sambo temu alir dana jabat polri kasus ismail bolong	neutral
acara ismail bolong tahan kasus tambang tak suap pati polri	neutral
crazy rich helena lim jadi sangka jagung langsung tahan	negative
kepala bnpb longsor sukajaya sangat masif ibarat es krim leleh	neutral
polisi ungkap peran tambang pasir ilegal batam	negative
korban tambang emas runtuh kongo tambah jadi orang	neutral
tambang bitcoin diam diam usaha ancam denda rp m	positive
tambang ilegal tnll aktif tambang asal manado luka bacok	negative
menteri sus kecam tambang pasir fakfak	neutral
polri limpah berkas perkara ismail bolong jagung besok	positive
upaya istri mendiang salim kancil periksa polisi juang tanah	negative
warga keluh tambang ilegal klaten gibran beking ngeri	negative
tragedi minamata ancam indonesia	neutral
tambang sirtu ilegal pasuruan tutup paksa	negative
tutup tambang timah ilegal kantor gubernur habis	negative
polisi musnah alat tambang emas ilegal riau tambang kabur	negative
begini duga kongkalikong suami sandra dewi eks dirut timah	negative
tindak pidana turun polisi bojonegoro sebut selesai kasus naik	neutral
tambang pasir mojokerto tewas kerja tutup	negative
tim gabung tutup lubang gali tambang liar jember	negative
turun tangan dinas esdm sulsel tindak tambang pasir ilegal gowa	negative
cerita gurandil soal bisnis emas ilegal tnghs sebab longsor lebak	negative
jagung tetap sangka baru kasus korupsi komoditas timah	positive
polisi dihadang warga hendak tangkap laku tambang ilegal	negative
polda jatim tetap sangka tambang liar pasir lumajang	negative
ribu gurandil cari emas tambang legenda pongkor	positive
alas marak tambang ilegal indonesia	negative
tambang emas bukit prabu dekat mandalika henti	positive
orang tewas kena longsor alex noerdin minta tindak tambang batu bara liar	negative
sangka barang bukti tambang ilegal pasuruan serah jaksa	negative
waduh tambang gali c ilegal marak kabupaten batang	negative
polisi musnah mesin tambang emas liar riau tambang kabur	negative
ritual tambang emas ilegal tnghs potong kambing bakar kemenyan	negative
punya tambang emas liar berapa gaji briptu hasbudi si polisi tajir	positive
landa wabah malaria venezuela kurang obat obat	neutral
orang jebak tambang emas ilegal pancurendang banyumas sejak	negative
menperin thailand tak punya timah bisa ekspor	neutral
jagung jerat windu aji sutanto sangka kasus antam langsung tahan	positive
kodam mulawarman bangun posko kontainer bekas lokasi jokowi kemah ikn	negative
ferdy sambo lapor jabat polri terima dana tambang kapolri	neutral
acara ismail bolong jerat pasal tambang ilegal	negative
gerebek sumur minyak ilegal muaro jambi polisi tangkap orang kerja	negative
nyala rakit tambang emas ilegal bungo bakar tugas	neutral
tumbal darah salim kancil	neutral
lebih bulan sembur api sumur minyak ilegal jambi akhir padam	neutral
peran harvey moeis suami sandra dewi kasus korupsi timah	neutral
diam harvey moeis pakubuwono geledah jagung	neutral
hutan larang baduy rusak gurandil kapolda banten tindak tegas	positive
sudirman said lapor soal illegal mining jokowi	negative
salim kancil lawan tanah gusur kades parkir	neutral
cerita berani kombes hendy kurniawan berantas mafia tambang ilegal kaltara	negative
kkb papua pimpin bocor sobolim pernah bantai jaga kios hingga tewas	neutral
tampak ismail bolong baju tahan usai jadi sangka tambang ilegal	negative
pertamina ep rebut sumur minyak asai tambang liar	negative
tambang emas ilegal sulut tewas timbun longsor	negative
polres sukabumi bekuk tambang emas ilegal produsen pupuk palsu	negative
komisi iii dpr bakal tanya polri soal aku sambo kasus tambang	neutral
momen akhir tambang emas jebak lubang nyata hilang	negative
tambang emas ilegal aceh tangkap	negative
harga batu bara anjlok sempat perintah tertib tambang ilegal	negative
longsor tambang ilegal kalsel tewas orang modal sangka	negative
gubernur banten tunggu putus lhk tutup tambang liar	negative
buka buka gibran sebut beking ngeri tambang ilegal klaten	negative
satgas csp mine investasi bodong korban segera lapor polisi	neutral
geram bupati dedi palang mobil damkar gali tanah ilegal	negative
polisi gerebek lokasi duga ladang ganja eh nyata tambang bitcoin	negative
ngenes opium jadi motor utama gerak ekonomi afghanistan	positive
klhk tangkap cukong tambang ilegal hutan mangrove belitung timur	negative
cerita balik batu permata langka bikin tambang kaya raya	positive
sus cari anak sma juara jadi doktor bahari luar negeri	positive
jurus kkp henti tambang pasir laut ilegal air pulau rupat	negative
mau perang tampak kapal tambang timah ilegal babel	negative
menteri desa minta tambang ilegal desa desa segera tertib	negative
polisi segel gudang simpan batu hitam galena ilegal bone bolango	negative
polda jatim usut teror ancam bunuh wartawan lumajang	neutral
tambang emas banyumas tutup kades galau banyak warga nganggur	positive
polisi tumpas tambang pasir ilegal bintan kepri	negative
polisi tutup sumur minyak ilegal sumsel orang tangkap	negative
tambang timah longsor tewas kerja bangka tak izin	negative
mediasi warga desa soal tambang emas ilegal hutan adat final	negative
disidak satpol pp kerja tambang ilegal batang lari kocar kacir	negative
tak atur internasional jerman larang transaksi bitcoin	neutral
ganjar bentuk tim puser bumi buat atas tambang liar sragen	negative
cegah barang ilegal tambang timah tak izin putih	negative
wartawan bangka siram air keras pria misterius tanya alamat	neutral
bos gembong narkoba paling cari kolombia tangkap	positive
harga timah lemah apa	neutral
tujuh tambang timah ilegal bangka barat aman polisi	negative
timah ilegal ri jual malaysia esdm sudah rahasia umum	negative
tambang emas ilegal luwu utara longsor timpa tambang orang tewas	negative
korban tewas tambang ilegal longsor sumbar jadi orang	negative
tanah nyaris hilang warga kalong tutup paksa gali c	neutral
blh banyuwangi desak tutup tambang liar	negative
perintah bakal sanksi usaha tambang belum setor negara	neutral
lingkung rusak warga tegal blokir tambang pasir	neutral
lahan bekas tambang bisa manfaat contoh	neutral
oknum polisi orang orang juga terima uang mitra kades	neutral
kisah dedengkot gurandil pongkor hijrah jadi pahlawan lingkung	neutral
polisi buru milik sumur minyak ilegal bakar batanghari	negative
viral ambil pasir besi sukabumi begini fakta	neutral
laku illegal drilling tangkap muaro jambi nyata oknum pns	negative
pro kontra tambang emas bukit prabu sekitar mandalika	neutral
siapa ismail bolong sebar hingga ralat isu setor miliar kabareskrim	negative
pemda malu tertib tambang emas ilegal gunung gotak	negative
ma hukum bos usaha illegal mining bulan penjara	negative
kerja tambang emas ilegal pohuwato tangkap ekskavator sita	negative
polisi bakar alat tambang emas ilegal riau	negative
wn sri lanka deportasi gegara jadi tambang emas ilegal gorontalo	negative
gegara marak tambang ilegal menteri esdm mau bikin ditjen baru	negative
tutup gali c ilegal tugas gabung bersitegang warga	negative
ciduk patroli puluh tambang timah ilegal laut belinyu setop	negative
acara heran hendra kurniawan tak daya bawa bawa ismail bolong	positive
kapolda malu cek lokasi tambang emas ilegal pulau buru	negative
jangan pakai ciri ciri kondom palsu	negative
hutan rusak sungai cari gurandil jambi malah lawan polisi	neutral
sumur minyak ilegal ledak cemar sungai pemkab muba ngadu klhk	negative
pvmbg ungkap sebab fenomena tanah geser rusak rumah warga bima	neutral
laku tambang ilegal hutan lindung babel vonis tahun	negative
kelola gunung halimun aku tambang ilegal ada sejak lama	negative
siapa ismail bolong cabut nyata setor miliar kabareskrim	neutral
wujud rusa jalan akibat gali ilegal buat bupati dedi geram	negative
meski protes ratus warga kejar mojokerto tetap tahan kades lebakjabung	neutral
salim kancil tewas kompolnas rapat lumajang usut duga lalai polisi	neutral
sumur minyak ilegal bakar langkat orang luka	negative
tumpuk kerja rumah sambut kapolda papua barat	neutral
bupati lebak sebut tambang emas ilegal bukan tanggung jawab pemkab	negative
tega tambang batu bara ilegal rambah makam corona	negative
ribu alat tambang bitcoin lindas pakai stoom	neutral
bos pt timah ungkap produksi turun tahun turut turut	neutral
tambang pasir sungai cikao purwakarta tutup	negative
mantan gurandil pongkor hijrah jadi tani sayur hidup lebih nyaman	positive
tambang timah laut tewas timbun tanah longsor selam	neutral
walhi sulsel minta bupati maros tindak tambang ilegal picu banjir	negative
longsor bogor sebut imbas tambang emas liar gunung sanggabuana	negative
china tinggal tambang bitcoin suka razia	neutral
tambang ilegal sebut gibran beking ngeri tak operasi	negative
usai kucing kucing polisi tiga bos tambang ilegal jateng bekuk	negative
waka komisi vii dpr dukung gibran cabut izin tambang usaha nakal	neutral
eks kapolsek anggota aku tak tahu tambang pasir liar	negative
transaksi ilegal ton sabar bongkar laku tangkap	negative
tambang emas ilegal makan korban kalbar tambang tewas timbun	negative
kepras bukit ilegal tambang ringkus polisi	negative
deru suara diesel tambang emas ilegal gunung sanggabuana	negative
pbb capai sepakat sejarah lindung laut lepas	positive
heboh beking tambang ilegal klaten komisi vii dpr sorot tega hukum	negative
heboh tambang ilegal menteri esdm kirim tim inspektur klaten	negative
nyanyi ismail bolong periksa anak buah sambo soal tambang ilegal	negative
gubernur edy minta polisi sikat tambang ilegal usah koordinasi tindak	negative
negara bungkus emas sakral	neutral
jelas bupati lumajang soal tambang pasir selok awar awar	neutral
tambang gali c ilegal ranu grati pasuruan tutup	negative
polres lumajang bantah biar ilegal mining	negative
bareskrim sita tumpu batu bara hingga truk kasus ismail bolong	neutral
polisi brasil sebut jurnalis pakar adat hilang amazon tewas tembak	negative
emas hasil tambang ilegal bungo jual sumbar	negative
tambang ilegal sebab banjir longsor bogor polri patroli skala besar	negative
polisi tangkap tambang ilegal bungo kg emas sita	negative
polisi tetap sangka ledak sumur minyak aceh timur	neutral
bupati minta polisi berantas tambang emas ilegal aceh barat	negative
china ngamuk larang keras transaksi tambang kripto	negative
warga probolinggo wadul dprd jatim soal tambang liar	negative
detik detik tambang emas ilegal parimo timpa longsor hingga tewas	negative
cara tekan tambang ilegal sumber timah besar dunia	negative
polisi tangkap tampung emas hasil tambang ilegal kuansing riau	negative
ombudsman prihatin marak tambang ilegal indikasi backup aparat	negative
polisi tangkap orang angkut ton minyak ilegal jambi	negative
sempat gerebek tambang pasir ilegal malang klaten operasi	negative
wagub sumut soal efek buruk tambang ilegal madina	negative
maki minta mahfud lapor kasus mafia tambang kaltim kalsel jokowi	neutral
polisi buru milik tambang batu bara ilegal bawa senpi mana mana	negative
duga korupsi rp m walhi lapor hutan kpk	negative
sangka duga korupsi timah babel tambah jagung tahan orang	negative
kisah ikan kaca papua habitat ancam tambang emas ilegal	negative
suku amazon blokir jalan tuntut bantu corona perintah	neutral
polisi ungkap tambang merkuri ilegal sidoarjo laku tangkap	negative
wapres bicara siap pres kait tambang emas ilegal lebak	negative
ismail bolong ngaku tekan brigjen hendra soal setor uang kabareskrim	negative
tambang pasir probolinggo tewas timbun tebing longsor	neutral
soal manuver ismail bolong mahfud singgung isu perang bintang	neutral
sumur minyak ilegal jambi bakar kerja tewas	negative
foto foto nasa ungkap ada sungai emas amazon	neutral
ratus ton timah ilegal ekspor kandung uranium hingga tanah jarang	negative
polisi naik status tambang ilegal madina orang jadi sangka	negative
kuak apple sempat minat bangun pabrik ri mundur gegara	positive
puluh orang daerah kumuh afrika selatan tewas imbas bocor gas	negative
afrika desak raja inggris kembali berlian mahkota ratu elizabeth ii	neutral
polda banten tangkap tambang emas ilegal lebak	negative
polisi tangkap laku tambang ilegal kaltim orang sangka	negative
